"id"	"origen"	"report"	"report_sha256"	"linea"	"linea_fin"	"mapa_id"	"afirmacion"	"tipo"	"dictamen"	"razon_sin_cifra"	"argumento"	"evidencia"	"estado_adopcion"	"vigencia"	"cambio_editorial"	"dictamen_mapa_previo"
"CONF-M-ASTRA5-U0-TRUST-012"	"mapa"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"23"	"23"	"ASTRA5-U0-TRUST-012"	"la confianza comportamental de los latinoamericanos en juegos de confianza con dinero real (~43% del endowment) es comparable a otras regiones del mundo, sugiriendo que las encuestas capturan una norma de cautela declarada más que una incapacidad real de cooperar."	"CONCLUSION-DE-ESTUDIO"	"MATIZA"	""	"Experimentos y encuestas observan conductas/unidades distintas; enviar parte de una dotación no se resta de proporción de respuestas de encuesta. La literatura LAC no prueba que todos los mexicanos cooperen más de lo que declaran. Contexto del mapa: El artículo identificado por WebSearch (sesión previa del lote) es 'Cárdenas, Chong y Ñopo (2009), To What Extent Do Latin Americans Trust, Reciprocate, and Cooperate? Evidence from Experiments in Six Latin American Countries', Economía 9(2), no 'Chong & Ñopo (2008)' como cita el report: discrepancia de autoría (falta Cárdenas) y de año (2009, no 2008). Muestra experimental no representativa nacionalmente; México no necesariamente incluido en las 6 capitales (no verificado sin leer el artículo)."	"[""CONF-C42""]"	"Juicio editorial PROPUESTO-POR-EJECUTOR; cifras citadas según estados estructurados."	"Mapa v1.1 al corte2c646cba; estados reservas/adopción actualizados desde firmas vigentes"	"Sustituye dictamen de medibilidad por juicio sustantivo con alcance; mapa ajeno intacto."	"MEDIBLE-CON-ADQUISICIÓN"
"CONF-M-ASTRA5-U0-TRUST-013"	"mapa"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"25"	"25"	"ASTRA5-U0-TRUST-013"	"El ciclo corrupción-desconfianza es mutuamente causal (Morris & Klesner, 2010): la corrupción erosiona la confianza, y la baja confianza facilita más corrupción al transformar ciudadanos en clientes y sobornadores."	"CONCLUSION-DE-ESTUDIO"	"MATIZA"	""	"Datos transversales y modelos recíprocos no identifican las dos flechas causales; viñetas aleatorias aportan mecanismo acotado sobre actitudes fiscales, no equilibrio nacional estable. Contexto del mapa: El estudio usa datos transversales de una sola ola (2004); la 'mutua causalidad' es inferencia de los autores sobre asociación cruzada, no un diseño experimental o panel que identifique dirección causal. No se leyó el artículo completo en este lote, solo se confirmó su existencia y cita correcta."	"[""CONF-CARBON24""]"	"Juicio editorial PROPUESTO-POR-EJECUTOR; cifras citadas según estados estructurados."	"Mapa v1.1 al corte2c646cba; estados reservas/adopción actualizados desde firmas vigentes"	"Sustituye dictamen de medibilidad por juicio sustantivo con alcance; mapa ajeno intacto."	"MEDIBLE-CON-ADQUISICIÓN"
"CONF-M-ASTRA5-U0-TRUST-014"	"mapa"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"27"	"27"	"ASTRA5-U0-TRUST-014"	"es tanto causa como consecuencia de la baja confianza institucional. La informalidad atenúa la relación Estado-ciudadano al eliminar los puntos de contacto institucional..."	"INTERPRETACION-DEL-REPORT"	"SIN-CIFRA"	"instrumento inadecuado"	"Informalidad incluye restricciones de oferta laboral/productividad y no ausencia total de relación estatal. Falta diseño que identifique confianza→informalidad o salud→informalidad; no se romantiza como elección homogénea. Contexto del mapa: Atribución causal bidireccional sin diseño de identificación (no hay instrumento, panel ni experimento en los instrumentos recorridos que aísle la dirección causal informalidad→confianza ni confianza→informalidad); reformulable solo como asociación observable entre RESULT de informalidad (confianza-015) y RESULT de confianza institucional (confianza-004/confianza-011), pero esa asociación no fue calculada en este lote."	"[]"	"Juicio editorial PROPUESTO-POR-EJECUTOR; cifras citadas según estados estructurados."	"Mapa v1.1 al corte2c646cba; estados reservas/adopción actualizados desde firmas vigentes"	"Sustituye dictamen de medibilidad por juicio sustantivo con alcance; mapa ajeno intacto."	"NO-MEDIBLE-POR-DISEÑO"
"CONF-M-ASTRA5-U0-TRUST-015"	"mapa"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"29"	"29"	"ASTRA5-U0-TRUST-015"	"La violencia erosiona selectivamente la confianza vertical (en policía y sistema judicial) pero no destruye la confianza horizontal (en amigos, familia, socios). Corbacho et al. (2015) encontraron que ~85% confía en familia/amigos independientemente de la victimización."	"CONCLUSION-DE-ESTUDIO"	"MATIZA"	""	"Victimización y confianza pueden asociarse, pero conservación de familiares no descarta efectos horizontales en todas comunidades. Autodefensas no se derivan de marginales de confianza; selección territorial y protección rival siguen abiertas. Contexto del mapa: El artículo identificado por WebSearch (sesión previa) es 'Crime and Erosion of Trust: Evidence for Latin America', IDB Working Paper, publicado 2012 (IDB Publications 76118), NO 2015 como cita el report: discrepancia de año. No se leyó el texto completo con cita de página para el 85% ni el ~10% de reducción en confianza policial."	"[""CONF-C17"", ""CONF-C19""]"	"Juicio editorial PROPUESTO-POR-EJECUTOR; cifras citadas según estados estructurados."	"Mapa v1.1 al corte2c646cba; estados reservas/adopción actualizados desde firmas vigentes"	"Sustituye dictamen de medibilidad por juicio sustantivo con alcance; mapa ajeno intacto."	"MEDIBLE-CON-ADQUISICIÓN"
"CONF-M-ASTRA5-U0-TRUST-016"	"mapa"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"29"	"29"	"ASTRA5-U0-TRUST-016"	"Blanco (2013) con datos LAPOP/ENSI"	"MARCO-TEORICO"	"MATIZA"	""	"Victimización y confianza pueden asociarse, pero conservación de familiares no descarta efectos horizontales en todas comunidades. Autodefensas no se derivan de marginales de confianza; selección territorial y protección rival siguen abiertas. Contexto del mapa: Cita bibliográfica incompleta (solo apellido y año, sin título ni revista); no se pudo verificar existencia con esos datos."	"[""CONF-C17"", ""CONF-C19""]"	"Juicio editorial PROPUESTO-POR-EJECUTOR; cifras citadas según estados estructurados."	"Mapa v1.1 al corte2c646cba; estados reservas/adopción actualizados desde firmas vigentes"	"Sustituye dictamen de medibilidad por juicio sustantivo con alcance; mapa ajeno intacto."	"MEDIBLE-CON-ADQUISICIÓN"
"CONF-M-ASTRA5-U0-TRUST-017"	"mapa"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"31"	"31"	"ASTRA5-U0-TRUST-017"	"Solo el 9.8% de los jóvenes (15-29) confía mucho en los legisladores."	"CIFRA-PUBLICADA"	"SIN-CIFRA"	"adquisición pendiente"	"Fundación SM y rangos juveniles no equivalen a adultos18+ de los pisos; falta fuente primaria del gradiente y cifras de legisladores. No deducir cohorte de corte transversal. Contexto del mapa: La 'Encuesta de Jóvenes en México 2019 (Fundación SM)' no está en el manifiesto; u0mf --busca 'fundacion sm' y 'jovenes' no la localizan (solo aparece la distinta 'Encuesta Nacional de Niños, Adolescentes y Jóvenes' de UNAM-IIJ). No se confirmó existencia del documento primario."	"[]"	"Juicio editorial PROPUESTO-POR-EJECUTOR; cifras citadas según estados estructurados."	"Mapa v1.1 al corte2c646cba; estados reservas/adopción actualizados desde firmas vigentes"	"Sustituye dictamen de medibilidad por juicio sustantivo con alcance; mapa ajeno intacto."	"MEDIBLE-CON-ADQUISICIÓN"
"CONF-M-ASTRA5-U0-TRUST-018"	"mapa"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"33"	"33"	"ASTRA5-U0-TRUST-018"	"El 82% de las transacciones en México se realizan en efectivo,"	"CIFRA-PUBLICADA"	"SIN-CIFRA"	"adquisición pendiente"	"82% no tiene año ni denominador reproducible. Proporción de transacciones, personas y valor monetario son diferentes; no atribuye uso a memoria de crisis ni permite afirmar exclusión del mismo porcentaje. Contexto del mapa: Banxico no tiene ningún documento registrado en el manifiesto (u0mf --busca banxico → 0); no se identificó si 82% es sobre número de transacciones, valor monetario, personas o compras, ni el año. Ese denominador es indispensable antes de poder citar la cifra como EN-CORPUS."	"[]"	"Juicio editorial PROPUESTO-POR-EJECUTOR; cifras citadas según estados estructurados."	"Mapa v1.1 al corte2c646cba; estados reservas/adopción actualizados desde firmas vigentes"	"Sustituye dictamen de medibilidad por juicio sustantivo con alcance; mapa ajeno intacto."	"MEDIBLE-CON-ADQUISICIÓN"
"CONF-M-ASTRA5-U0-TRUST-019"	"mapa"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"33"	"33"	"ASTRA5-U0-TRUST-019"	"reflejando una desconfianza profunda en sistemas financieros digitales moldeada por crisis económicas históricas (1994, 2008)."	"CIFRA-PUBLICADA"	"SIN-CIFRA"	"falta de ejecución en este contraste"	"ENIF uso/razón de no tener cuenta es unidad persona y no prueba82% de transacciones ni efecto de crisis; RESULT específicos no consumidos en este report. Contexto del mapa: Es un componente distinto y de otra unidad (persona, no transacción agregada) del mismo tema; no sustituye ni prueba la cifra macro de 82%. La atribución causal a 'crisis económicas históricas (1994, 2008)' es interpretación sin reactivo que mida memoria de crisis como motivo."	"[]"	"Juicio editorial PROPUESTO-POR-EJECUTOR; cifras citadas según estados estructurados."	"Mapa v1.1 al corte2c646cba; estados reservas/adopción actualizados desde firmas vigentes"	"Sustituye dictamen de medibilidad por juicio sustantivo con alcance; mapa ajeno intacto."	"MEDIBLE-EN-CORPUS"
"CONF-M-ASTRA5-U0-TRUST-020"	"mapa"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"35"	"35"	"ASTRA5-U0-TRUST-020"	"OXXO (22,000+ tiendas) funciona como infraestructura de confianza para e-commerce, fintech y servicios digitales. Nu Bank alcanzó 13 millones de clientes construyendo confianza mediante transparencia radical y cero comisiones ocultas."	"CIFRA-PUBLICADA"	"SIN-CIFRA"	"adquisición pendiente"	"Recuentos de clientes, tiendas, tasas y NPS dependen de fecha y geografía; casos supervivientes no identifican éxito por transparencia/puentes físicos frente a precio, cobertura, publicidad o selección. Contexto del mapa: FEMSA (emisor de OXXO) reporta '>20,000 tiendas OXXO a nivel GLOBAL en 2024' y '>25,587 en 2025' (WebSearch sesión previa), sin desglose México-only en el fragmento leído: el '22,000+' del report no se confirmó como cifra México-específica. Nu Bank/Nu Holdings no tiene ningún documento en manifiesto ni fue verificado con web en este lote (presupuesto agotado); el concepto ya está señalado como duplicado entre reports (FINTECH-NU-CLIENTES, deduplicacion-v1_0.tsv) con series de 13M/13.1M/15M en fechas distintas de una misma empresa, no observaciones independientes."	"[]"	"Juicio editorial PROPUESTO-POR-EJECUTOR; cifras citadas según estados estructurados."	"Mapa v1.1 al corte2c646cba; estados reservas/adopción actualizados desde firmas vigentes"	"Sustituye dictamen de medibilidad por juicio sustantivo con alcance; mapa ajeno intacto."	"MEDIBLE-CON-ADQUISICIÓN"
"CONF-M-ASTRA5-U0-TRUST-021"	"mapa"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"35"	"35"	"ASTRA5-U0-TRUST-021"	"Las plataformas digitales exitosas en México construyen confianza a través de puentes físicos:"	"INTERPRETACION-DEL-REPORT"	"SIN-CIFRA"	"adquisición pendiente"	"Recuentos de clientes, tiendas, tasas y NPS dependen de fecha y geografía; casos supervivientes no identifican éxito por transparencia/puentes físicos frente a precio, cobertura, publicidad o selección. Contexto del mapa: Es una atribución de mecanismo (puente físico/transparencia → confianza → adopción) sin experimento, panel ni comparación de usuarios pareados en los instrumentos recorridos. ENIF P5_4_8 SÍ nombra a Nu en el enunciado ('¿Usted tiene cuenta contratada por internet o aplicación (no bancaria) como Mercado Pago, Nu o Spin de Oxxo?'), pero es un ítem único sí/no para 'cualquiera de estos ejemplos', sin sub-variable que aísle específicamente a Nu ni compare con/sin punto físico OXXO cercano."	"[]"	"Juicio editorial PROPUESTO-POR-EJECUTOR; cifras citadas según estados estructurados."	"Mapa v1.1 al corte2c646cba; estados reservas/adopción actualizados desde firmas vigentes"	"Sustituye dictamen de medibilidad por juicio sustantivo con alcance; mapa ajeno intacto."	"NO-MEDIBLE-POR-DISEÑO"
"CONF-M-ASTRA5-U0-TRUST-022"	"mapa"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"37"	"37"	"ASTRA5-U0-TRUST-022"	"la confianza en el gobierno subió al récord de 52% en Latinobarómetro 2024"	"CIFRA-PUBLICADA"	"SIN-CIFRA"	"restricción del proyecto"	"Latinobarómetro2024 reservada: no se abre ni su tabulado para validar récord o serie. CPI es percepción y no calidad objetiva; comparar ambas sin enlace no demuestra independencia psicológica. Contexto del mapa: El cuestionario y las fichas técnicas de Latinobarómetro 2024 están en el manifiesto, pero el informe de resultados con la tabla país-por-país de 'confianza en el gobierno' no está registrado como documento propio (solo cuestionario, fichas técnicas y el ZIP con microdato Stata); la búsqueda web previa solo confirmó satisfacción con la democracia (84%/82%), no el ítem específico de confianza gubernamental."	"[]"	"Juicio editorial PROPUESTO-POR-EJECUTOR; cifras citadas según estados estructurados."	"Mapa v1.1 al corte2c646cba; estados reservas/adopción actualizados desde firmas vigentes"	"Sustituye dictamen de medibilidad por juicio sustantivo con alcance; mapa ajeno intacto."	"MEDIBLE-CON-ADQUISICIÓN"
"CONF-M-ASTRA5-U0-TRUST-023"	"mapa"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"37"	"37"	"ASTRA5-U0-TRUST-023"	"la percepción de corrupción de Transparency International cayó a su peor nivel histórico (26/100)"	"CIFRA-PUBLICADA"	"SIN-CIFRA"	"restricción del proyecto"	"Latinobarómetro2024 reservada: no se abre ni su tabulado para validar récord o serie. CPI es percepción y no calidad objetiva; comparar ambas sin enlace no demuestra independencia psicológica. Contexto del mapa: La búsqueda web previa (WebSearch, dentro de las 12 del lote) encontró que México obtuvo 27/100 en 2024 (ranking 141/182), no 26/100 como cita el report; el WebFetch directo a transparency.org/en/cpi/2024/index/mex no logró extraer la tabla (contenido probablemente renderizado por JavaScript). Transparency International no está en el manifiesto."	"[]"	"Juicio editorial PROPUESTO-POR-EJECUTOR; cifras citadas según estados estructurados."	"Mapa v1.1 al corte2c646cba; estados reservas/adopción actualizados desde firmas vigentes"	"Sustituye dictamen de medibilidad por juicio sustantivo con alcance; mapa ajeno intacto."	"MEDIBLE-CON-ADQUISICIÓN"
"CONF-M-ASTRA5-U0-TRUST-024"	"mapa"	"corpus/reports/Confianza_y_Desconfianza_en_México__Anatomía_Psicológica_de_una_Sociedad_Dual.md"	"6da09e39cbc7b27c3ea4dfebf021e2816fa27167174cdd578eebbb6f7308da54"	"37"	"37"	"ASTRA5-U0-TRUST-024"	"sugiriendo que la confianza política puede operar independientemente de la calidad institucional objetiva."	"INTERPRETACION-DEL-REPORT"	"SIN-CIFRA"	"restricción del proyecto"	"Latinobarómetro2024 reservada: no se abre ni su tabulado para validar récord o serie. CPI es percepción y no calidad objetiva; comparar ambas sin enlace no demuestra independencia psicológica. Contexto del mapa: Es una síntesis/interpretación que recombina las dos filas de cifra (confianza-025 y confianza-026) sin aportar un desenlace observable propio; ambas series, además, miden percepción (confianza declarada y percepción de corrupción), no 'calidad institucional objetiva', que no tiene definición operacional en el report."	"[]"	"Juicio editorial PROPUESTO-POR-EJECUTOR; cifras citadas según estados estructurados."	"Mapa v1.1 al corte2c646cba; estados reservas/adopción actualizados desde firmas vigentes"	"Sustituye dictamen de medibilidad por juicio sustantivo con alcance; mapa ajeno intacto."	"NO-MEDIBLE-POR-DISEÑO"
