serie_id	instrumento	dominio	conducta_texto	eje	segmento	unidad	dictamen	direccion	k	olas	delta_pp	pares_fuera	causa_sin_serie	calc	result
ENDIREH-PAREJA-DENUNCIA-EDAD-30-44	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia	edad	30-44	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EDAD-30-44
ENDIREH-PAREJA-DENUNCIA-EDAD-45-59	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia	edad	45-59	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EDAD-45-59
ENDIREH-PAREJA-DENUNCIA-EDAD-60	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia	edad	60+	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EDAD-60
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-EDAD-15-29	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	edad	15-29	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-EDAD-15-29
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-EDAD-30-44	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	edad	30-44	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-EDAD-30-44
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-EDAD-45-59	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	edad	45-59	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-EDAD-45-59
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-EDAD-60	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	edad	60+	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-EDAD-60
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-01	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	entidad	01	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-01
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-02	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	entidad	02	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-02
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-04	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	entidad	04	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-04
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-05	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	entidad	05	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-05
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-06	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	entidad	06	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-06
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-07	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	entidad	07	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-07
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-09	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	entidad	09	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-09
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-12	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	entidad	12	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-12
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-13	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	entidad	13	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-13
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-14	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	entidad	14	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-14
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-15	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	entidad	15	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-15
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-17	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	entidad	17	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-17
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-18	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	entidad	18	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-18
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-19	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	entidad	19	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-19
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-20	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	entidad	20	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-20
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-21	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	entidad	21	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-21
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-22	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	entidad	22	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-22
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-23	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	entidad	23	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-23
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-24	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	entidad	24	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-24
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-26	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	entidad	26	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-26
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-27	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	entidad	27	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-27
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-29	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	entidad	29	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-29
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-30	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	entidad	30	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-30
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-31	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	entidad	31	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-31
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-32	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	entidad	32	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ENTIDAD-32
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ESCOLARIDAD-BASICA	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	escolaridad	basica	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ESCOLARIDAD-BASICA
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ESCOLARIDAD-MEDIA-SUPERIOR	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	escolaridad	media_superior	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ESCOLARIDAD-MEDIA-SUPERIOR
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ESCOLARIDAD-NINGUNO	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	escolaridad	ninguno	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ESCOLARIDAD-NINGUNO
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ESCOLARIDAD-SUPERIOR	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	escolaridad	superior	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-ESCOLARIDAD-SUPERIOR
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-LOCALIDAD-R	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	localidad	R	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-LOCALIDAD-R
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-LOCALIDAD-U	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	localidad	U	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-LOCALIDAD-U
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-NACIONAL-MX	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	nacional	MX	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-NACIONAL-MX
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-PAREJA-MC	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	pareja	MC	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-PAREJA-MC
ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-PAREJA-MD	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia_en_autoridad	pareja	MD	proporcion_0_1	SIN-SERIE	NINGUNA	1	2006		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-EN-AUTORIDAD-PAREJA-MD
ENDIREH-PAREJA-DENUNCIA-ENTIDAD-01	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia	entidad	01	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-ENTIDAD-01
ENDIREH-PAREJA-DENUNCIA-ENTIDAD-02	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia	entidad	02	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-ENTIDAD-02
ENDIREH-PAREJA-DENUNCIA-ENTIDAD-03	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia	entidad	03	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-ENTIDAD-03
ENDIREH-PAREJA-DENUNCIA-ENTIDAD-04	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia	entidad	04	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-ENTIDAD-04
ENDIREH-PAREJA-DENUNCIA-ENTIDAD-05	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia	entidad	05	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-ENTIDAD-05
ENDIREH-PAREJA-DENUNCIA-ENTIDAD-06	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia	entidad	06	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-ENTIDAD-06
ENDIREH-PAREJA-DENUNCIA-ENTIDAD-07	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia	entidad	07	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-ENTIDAD-07
ENDIREH-PAREJA-DENUNCIA-ENTIDAD-08	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia	entidad	08	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-ENTIDAD-08
ENDIREH-PAREJA-DENUNCIA-ENTIDAD-09	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia	entidad	09	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-ENTIDAD-09
ENDIREH-PAREJA-DENUNCIA-ENTIDAD-10	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia	entidad	10	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-ENTIDAD-10
ENDIREH-PAREJA-DENUNCIA-ENTIDAD-11	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia	entidad	11	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-ENTIDAD-11
ENDIREH-PAREJA-DENUNCIA-ENTIDAD-12	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia	entidad	12	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-ENTIDAD-12
ENDIREH-PAREJA-DENUNCIA-ENTIDAD-13	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia	entidad	13	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-ENTIDAD-13
ENDIREH-PAREJA-DENUNCIA-ENTIDAD-14	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia	entidad	14	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-ENTIDAD-14
ENDIREH-PAREJA-DENUNCIA-ENTIDAD-15	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia	entidad	15	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-ENTIDAD-15
ENDIREH-PAREJA-DENUNCIA-ENTIDAD-16	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia	entidad	16	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-ENTIDAD-16
ENDIREH-PAREJA-DENUNCIA-ENTIDAD-17	ENDIREH	genero	ENDIREH PISOS :: pareja_denuncia	entidad	17	proporcion_0_1	SIN-SERIE	NINGUNA	1	2016		NINGUNO	MENOS-DE-3-OLAS-EN-EL-CORPUS	CALC-ENDIREH-SERIE-DICTAMEN-0001	RESULT-DC-ENDIREH-TABLA#serie_id=ENDIREH-PAREJA-DENUNCIA-ENTIDAD-17
