ruta	sha256_recalculado	linea	tier_literal_en_linea	pasaje_candidato
corpus/reports/Vejez_y_Cuidado_Intergeneracional_en_México__El_Debilitamiento_del_Seguro_Familiar.md	bed369718e1bbfb70d65982c727c5b5b5c8509e7c29c4156e72f075df4e4b21b	26	MEDIA	8. **La soledad afecta a ~4 de cada 10 adultos mayores, pese a alta satisfacción vital (EVIDENCIA MEDIA — auto-reporte, causalidad no establecida).** Según la ENASEM 2021 (INEGI), el 88.3% de las personas mayores declaró estar satisfecho con su vida, mientras que el sentimiento de soledad en la población de 60+ se ubicó en 39.8%, equivalente a 10.3 millones de mexicanos. Soledad y aislamiento se asocian a depresión y deterioro cognitivo.
corpus/reports/Vejez_y_Cuidado_Intergeneracional_en_México__El_Debilitamiento_del_Seguro_Familiar.md	bed369718e1bbfb70d65982c727c5b5b5c8509e7c29c4156e72f075df4e4b21b	28	MEDIA	"9. **La migración de los hijos reconfigura la vejez: remesas financian pero no acompañan (EVIDENCIA MEDIA — cualitativa + espacial).** Estudios en comunidades rurales documentan que los mayores reciben dinero pero reportan soledad y ""guardan silencio ante enfermedades para no preocuparlos""."
corpus/reports/Vejez_y_Cuidado_Intergeneracional_en_México__El_Debilitamiento_del_Seguro_Familiar.md	bed369718e1bbfb70d65982c727c5b5b5c8509e7c29c4156e72f075df4e4b21b	30	FUERTE	"10. **El sistema de salud carece de capacidad geriátrica (EVIDENCIA FUERTE).** Según el Consejo Mexicano de Geriatría, vía Universidad Iberoamericana (noviembre 2022), ""en México hay 15.1 millones de adultos mayores, pero sólo 841 médicos certificados… a cada geriatra le correspondería atender a más de 17 mil pacientes""; la Revista CERTEZA/CONACEM, firmada por la entonces directora del INGER Carmen García Peña, cifra 850 geriatras con certificación vigente y ""más de 15 mil personas mayores por geriatra"". Se necesitarían ~2,770 para cumplir estándares internacionales."
corpus/reports/Vejez_y_Cuidado_Intergeneracional_en_México__El_Debilitamiento_del_Seguro_Familiar.md	bed369718e1bbfb70d65982c727c5b5b5c8509e7c29c4156e72f075df4e4b21b	32	MEDIA	"11. **La entrada de la mujer al trabajo reduce la oferta de cuidadoras ""gratis"", pero su participación laboral sigue baja (EVIDENCIA MEDIA-FUERTE).** Según INEGI-ENOE (diciembre 2024), la tasa de participación económica de las mujeres fue de 46.0% frente a 74.6% de los hombres (brecha de 28.6 puntos); y de las mujeres ocupadas, 55.9% estaba en ocupación informal (INEGI, marzo de 2025). El choque entre trabajo remunerado y cuidado es el nudo estructural."
corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	329d8c81ce99bc29a1b1f8297a5d6779e08acbf99cda7d43abc06b920397fd54	9	NO-EXPLÍCITO	"- **ACIERTA sistemáticamente el supuesto ""utilidad + reducción de fricción por encima de confianza"" en fintech de inclusión.** Nu México (13 millones de clientes en octubre de 2025, 15 millones al 15 de abril de 2026), Banco Azteca, Kueski y Aplazo apostaron a que el segmento no bancarizado/informal adopta crédito y ahorro digital si se elimina el requisito de historial formal —y acertaron con métricas duras. El supuesto opuesto (""baja confianza = rechazo tecnológico"") es FALSO."
corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	329d8c81ce99bc29a1b1f8297a5d6779e08acbf99cda7d43abc06b920397fd54	10	NO-EXPLÍCITO	"- **ACIERTA el supuesto ""el efectivo es infraestructura, no atraso"".** OXXO Pay/Spin (digitalizó pagos SIN pedir abandonar el efectivo) prosperó; CoDi (asumió que el QR gratuito bastaba para migrar del efectivo) fracasó. Es el par contrafactual más limpio del registro."
corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	329d8c81ce99bc29a1b1f8297a5d6779e08acbf99cda7d43abc06b920397fd54	11	NO-EXPLÍCITO	"- **ACIERTA ""calidad accesible / precio con dignidad"" en segmentos populares.** Bodega Aurrera (Mamá Lucha) y Banco Azteca leyeron correctamente que el segmento C/D/E no busca ""lo más barato"" sino ""más por menos sin humillación""."
corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	329d8c81ce99bc29a1b1f8297a5d6779e08acbf99cda7d43abc06b920397fd54	12	NO-EXPLÍCITO	"- **FALLA el supuesto esencialista de ""el mexicano"" como bloque.** Jüsto (asumió un consumidor urbano digital tipo clase media global para el súper) y CoDi (asumió un usuario bancarizado con datos) fallaron por homogeneizar."
corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	329d8c81ce99bc29a1b1f8297a5d6779e08acbf99cda7d43abc06b920397fd54	13	NO-EXPLÍCITO	"- **FALLA atribuir a psicología (""antivacunas"", ""malinchismo"", ""no saben planear"") lo que fue estructura.** La caída de vacunación infantil fue desabasto logístico, no rechazo cultural: el caso más peligroso de mala atribución."
corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	329d8c81ce99bc29a1b1f8297a5d6779e08acbf99cda7d43abc06b920397fd54	38	FUERTE	- *Tier:* **[FUERTE]** (inferido sólido + aislable + métrica académica).
corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	329d8c81ce99bc29a1b1f8297a5d6779e08acbf99cda7d43abc06b920397fd54	56	FUERTE	- *Tier:* **[FUERTE]** (declarado + aislable + métrica de escala).
corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	329d8c81ce99bc29a1b1f8297a5d6779e08acbf99cda7d43abc06b920397fd54	140	FUERTE	- *Tier:* **[FUERTE]** como refutación de un supuesto psicológico.
corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	329d8c81ce99bc29a1b1f8297a5d6779e08acbf99cda7d43abc06b920397fd54	148	FUERTE	- *Tier:* **[FUERTE]** como caso estructural.
corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	329d8c81ce99bc29a1b1f8297a5d6779e08acbf99cda7d43abc06b920397fd54	190	FUERTE	"- *""El efectivo domina; OXXO como infraestructura""* — CONFIRMADO por Par 2 y Caso 4 (43% de corresponsalías CNBV; ~62-85% de transacciones en efectivo). **[FUERTE]**"
corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	329d8c81ce99bc29a1b1f8297a5d6779e08acbf99cda7d43abc06b920397fd54	191	FUERTE	"- *""Baja confianza institucional = rechazo tecnológico es FALSO; es desconfianza racional calibrada""* — CONFIRMADO por Nu, Kueski, Aplazo, Banco Azteca: la utilidad y la fricción baja cargan el peso, no la ""confianza"". **[FUERTE]**"
corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	329d8c81ce99bc29a1b1f8297a5d6779e08acbf99cda7d43abc06b920397fd54	192	MEDIA	"- *""Calidad > precio 2:1 / el mexicano no solo busca lo barato""* — CONFIRMADO por Mamá Lucha (calidad + dignidad, no precio desnudo) y Costco (premium accesible). **[MEDIA]**"
corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	329d8c81ce99bc29a1b1f8297a5d6779e08acbf99cda7d43abc06b920397fd54	193	FUERTE	"- *""El horizonte de planeación sigue la estabilidad del ingreso""* — CONFIRMADO por Progresa: al estabilizar ingreso cambia la inversión en capital humano. **[FUERTE]**"
corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	329d8c81ce99bc29a1b1f8297a5d6779e08acbf99cda7d43abc06b920397fd54	194	FUERTE	"- *""La caída de vacunación es estructural, no antivacunas""* — CONFIRMADO por Caso 12. **[FUERTE]**"
corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	329d8c81ce99bc29a1b1f8297a5d6779e08acbf99cda7d43abc06b920397fd54	195	MEDIA	"- *""Corrupción/mordida y adaptación a instituciones que fallan, no cultura de la ilegalidad""* — CONFIRMADO indirectamente por CoDi (el miedo al SAT como cálculo racional del informal, no rechazo cultural a la tecnología). **[MEDIA]**"
corpus/forense/Apuestas_Conductuales_sobre_el_Consumidor_Mexicano__Validación_Forense_de_Supuestos_contra_Desenlaces_Reales.md	329d8c81ce99bc29a1b1f8297a5d6779e08acbf99cda7d43abc06b920397fd54	231	MEDIA	- **Mamá Lucha:** el vínculo entre el personaje y las ventas es en parte RETROSPECTIVO; el precio y la logística de Walmart pudieron ser decisivos por sí solos. Marcado [MEDIA] por eso.
corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	76a7b8ac6fa420fbaefd7027d84a1385f9dbb85b8fa627119e9aca8aa37c825b	5	NO-EXPLÍCITO	"- **En la mayoría de los casos con métricas de venta duras, la variable estructural (precio, ubicación, crédito, escala, ejecución omnicanal, timing, falta de competencia) resultó tan o más decisiva que la variable psicológica (aspiración/estatus/dignidad). El estatus como *driver decisivo aislado* sobrevive con fuerza en muy pocos casos.** Descartar o degradar a ""confundido/ilustrativo"" fue el resultado dominante — y ése es el entregable."
corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	76a7b8ac6fa420fbaefd7027d84a1385f9dbb85b8fa627119e9aca8aa37c825b	6	NO-EXPLÍCITO	"- **El test más limpio (iPhone a mensualidades) demuestra que la aspiración de estatus en gama alta es estructuralmente DEPENDIENTE del crédito:** sin las 24 mensualidades sin intereses, el segmento C+/C no accedería. Lo que parece ""psicología del estatus"" es, en el margen, aritmética de crédito."
corpus/forense/Consumo_Aspiracional_en_México__Validación_Forense_del_Modelo_Anti-Esencialista.md	76a7b8ac6fa420fbaefd7027d84a1385f9dbb85b8fa627119e9aca8aa37c825b	7	NO-EXPLÍCITO	- **De las cuatro reglas: la Regla 1 (calidad/dignidad > precio en segmentos populares) quedó SIN VALIDAR (su caso ancla, Mamá Lucha, es publicidad, no métrica); la Regla 2 (masstige solo si se aísla del descuento) quedó MATIZADA/parcialmente ROTA; la Regla 3 (marca extranjera + orgullo nacional coexisten) quedó CONFIRMADA con una condición de frontera clara; la Regla 4 (estatus/consumo compensatorio como driver, perfiles 2/3, generador G2) es la MÁS DÉBIL y quedó mayormente ROTA como driver decisivo aislado.**
corpus/forense/Crédito_Fácil_y_Sobreendeudamiento_en_México__Escaneo_de_Indicadores_Adelantados_2025-2026.md	cb16d3980c6b7751ef2c0d5fb492f1bdd735afb40552b7386fc328fbea944440	7	NO-EXPLÍCITO	- **La cadena causal del modelo se confirma solo parcialmente.** La adopción de crédito fácil de baja fricción es un hecho (regla 1 validada). Pero la evidencia de que esa conducta esté *decisivamente* construyendo una burbuja es de fuerza MEDIA-DÉBIL: los indicadores adelantados encienden ámbar en productos no garantizados (créditos personales, tarjeta) y en cobranza abusiva, pero el sistema financiero es resiliente, la morosidad sigue baja en términos absolutos e internacionales, y buena parte del estrés se explica mejor por variables ESTRUCTURALES (tasas efectivas usurarias, choque de ingreso por estancamiento económico en 2025, informalidad) que por la variable conductual.
corpus/forense/Crédito_Fácil_y_Sobreendeudamiento_en_México__Escaneo_de_Indicadores_Adelantados_2025-2026.md	cb16d3980c6b7751ef2c0d5fb492f1bdd735afb40552b7386fc328fbea944440	9	NO-EXPLÍCITO	"- **El BNPL —el producto de fricción más baja— todavía es de nicho y NO ha penetrado masivamente en la base popular.** La adopción se concentra en early adopters urbanos de 35-44 años, digitalmente sofisticados; no en el segmento popular masivo. Por eso el riesgo de sobreendeudamiento vía BNPL es hoy PROSPECTIVO, no materializado. El punto ciego crítico es la invisibilidad estadística: el BNPL ""pay-in-four"" no reporta a burós de crédito (riesgo de ""phantom debt"") y las fintech no publican morosidad auditada por terceros."
corpus/forense/Crédito_Fácil_y_Sobreendeudamiento_en_México__Escaneo_de_Indicadores_Adelantados_2025-2026.md	cb16d3980c6b7751ef2c0d5fb492f1bdd735afb40552b7386fc328fbea944440	11	NO-EXPLÍCITO	- **Los patrones que emergen:** (a) crecimiento del crédito al consumo desacelerándose desde niveles altos; (b) morosidad al alza pero lenta y desde mínimos de una década; (c) el estrés se concentra en crédito personal no garantizado y en las prácticas de cobranza, no en un colapso de pagos; (d) alerta explícita del regulador de protección al consumidor (CONDUSEF) sobre colocación de crédito por entidades mercantiles fuera de la supervisión bancaria. México NO reproduce hoy la trayectoria de crisis abierta de Brasil o Argentina, pero comparte con ellos las precondiciones estructurales (tasas altísimas, informalidad, reporte crediticio incompleto).
corpus/forense/Crédito_Popular_en_México__Morosidad_Auditada__Fondeo_y_Gobierno_Corporativo_como_Verdaderos_Riesgos_Estructurales.md	ed13e9519896538e484394b8e5448152b3d5ddcac21add246c4f718d71a15aed	4	NO-EXPLÍCITO	"- **""Utilidad > confianza"" se sostiene bajo datos auditados, pero con un techo de precio claro:** los bancos populares regulados (Banco Azteca, BanCoppel) operan con IMOR de consumo estructuralmente 2–4 veces el del sistema (Azteca ~5% consumo / ~10.7% ajustado por castigos; BanCoppel IMORA ~15.7%) y AUN ASÍ son rentables porque cobran CAT de 80–97%. El hogar informal SÍ es sujeto de crédito y SÍ paga, pero a un precio que solo funciona con cobranza relacional intensiva y reservas altas."
corpus/forense/Crédito_Popular_en_México__Morosidad_Auditada__Fondeo_y_Gobierno_Corporativo_como_Verdaderos_Riesgos_Estructurales.md	ed13e9519896538e484394b8e5448152b3d5ddcac21add246c4f718d71a15aed	5	NO-EXPLÍCITO	"- **La ""bomba"" NO está donde el encuadre la buscaba (impago del informal), sino en el FONDEO y el GOBIERNO CORPORATIVO:** los dos colapsos obligados —Banco Ahorro Famsa (2020) y Crédito Real (2022)— NO fueron fracasos del supuesto conductual. Famsa cayó por autopréstamos (usar depósitos del banco para fondear a la tienda y partes relacionadas por 1,812.2 mdp); Crédito Real cayó por opacidad contable (cartera ""evergreen"", ~46% de la cartera clasificada como interés devengado no cobrado) y cierre del fondeo mayorista, con su cliente formal (nómina de burócratas y maestros) todavía pagando."
corpus/forense/Crédito_Popular_en_México__Morosidad_Auditada__Fondeo_y_Gobierno_Corporativo_como_Verdaderos_Riesgos_Estructurales.md	ed13e9519896538e484394b8e5448152b3d5ddcac21add246c4f718d71a15aed	6	NO-EXPLÍCITO	"- **El IMOR regulado desmiente frontalmente las cifras BNPL de ""un dígito bajo"":** mientras Klarna/Aplazo reportan impagos de 0.5–2%, el mismo segmento medido bajo criterios CNBV muestra IMORA de 15–27% (Nu México Financiera SOFIPO: IMOR 9.95% e IMORA 27.51% en agosto de 2023, según estadísticas CNBV reportadas por Bloomberg Línea). La métrica auto-reportada del BNPL no es comparable con la morosidad auditada y subestima el riesgo del ciclo completo."
corpus/forense/Crédito_Popular_en_México__Morosidad_Auditada__Fondeo_y_Gobierno_Corporativo_como_Verdaderos_Riesgos_Estructurales.md	ed13e9519896538e484394b8e5448152b3d5ddcac21add246c4f718d71a15aed	24	FUERTE	**CASO 1 — Banco Azteca (Grupo Elektra) [FUERTE]**
corpus/forense/Crédito_Popular_en_México__Morosidad_Auditada__Fondeo_y_Gobierno_Corporativo_como_Verdaderos_Riesgos_Estructurales.md	ed13e9519896538e484394b8e5448152b3d5ddcac21add246c4f718d71a15aed	33	FUERTE	**CASO 2 — BanCoppel (Grupo Coppel) [FUERTE]**
corpus/forense/Crédito_Popular_en_México__Morosidad_Auditada__Fondeo_y_Gobierno_Corporativo_como_Verdaderos_Riesgos_Estructurales.md	ed13e9519896538e484394b8e5448152b3d5ddcac21add246c4f718d71a15aed	42	FUERTE	**CASO 3 — Banco Ahorro Famsa / Grupo Famsa (quiebra 2020) [FUERTE] — CONTRA-EJEMPLO OBLIGADO**
corpus/forense/Crédito_Popular_en_México__Morosidad_Auditada__Fondeo_y_Gobierno_Corporativo_como_Verdaderos_Riesgos_Estructurales.md	ed13e9519896538e484394b8e5448152b3d5ddcac21add246c4f718d71a15aed	50	FUERTE	**CASO 4 — Crédito Real (colapso/impago 2022) [FUERTE] — SEGUNDO COLAPSO OBLIGADO**
